OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CT,USGS Connecticut Water Science Center,USGS-01201487,"STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT",Stream,,01100005,62.3,sq mi,,,41.46582220000000,-73.4032027800000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,256.18,feet,.01,feet,Level or other surveyed method.,NGVD29,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-012035014,"POOTATUCK RIVER AT RTE 25 AT BOTSFORD, CT",Stream,,01100005,10.7,sq mi,,,41.37616944000000,-73.2735417000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,335,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208760,"HOUSATONIC R. AT BEACON PT MARINA NEAR SHELTON, CT",Stream: Tidal stream,,01100005,1900,sq mi,,,41.27243610000000,-73.0896583000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,0.00,feet,.03,feet,Level or other surveyed method.,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-012087991,"FARMILL RIVER AT MOHEGAN RD NEAR SHELTON, CT",Stream,,01100005,3.71,sq mi,,,41.30089720000000,-73.1956638900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,380,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208822,"HOUSATONIC RIVER AT SIKORSKY NEAR STRATFORD, CT",Estuary,,01100005,1930,sq mi,,,41.25322500000000,-73.0883888900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,0,feet,1,feet,Interpolated from topographic map.,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208837,"HOUSATONIC RIVER NR NELLS ISLAND NR STRATFORD, CT",Estuary,,02030203,,,,,41.18843330000000,-73.1212527800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,2,feet,.1,feet,Interpolated from topographic map.,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208873,"ROOSTER RIVER AT FAIRFIELD, CT",Stream,,01100006,10.6,sq mi,,,41.17981890000000,-73.2190021900000,24000,1,seconds,Interpolated from MAP.,NAD83,5.44,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208925,"MILL RIVER NEAR FAIRFIELD, CT",Stream,,01100006,28.6,sq mi,,,41.16547500000000,-73.2700083000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,15.89,feet,5.,feet,Interpolated from topographic map.,NGVD29,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208948,SASCO BK AT SOUTHPORT ON INGLESIDE RD ABV BANKS PD,Stream,,01100006,5.38,sq mi,,,41.16204096000000,-73.3117831000000,24000,1,seconds,Interpolated from MAP.,NAD83,81,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208950,"SASCO BROOK NEAR SOUTHPORT, CT",Stream,,01100006,7.38,sq mi,,,41.15287436000000,-73.3059495000000,,1,seconds,Interpolated from MAP.,NAD83,52.01,feet,5.,feet,Interpolated from topographic map.,NGVD29,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-012089695,"SASCO BROOK AT MOUTH AT SOUTHPORT, CT",Stream,,01100006,10.2,sq mi,,,41.12480278000000,-73.2988722000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,3,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208984,"UMPAWAUG POND BROOK AT SIMPAUG TPKE NR REDDING, CT",Stream,,01100006,2.04,sq mi,,,41.31738330000000,-73.4441388900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,437,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208990,"SAUGATUCK RIVER NEAR REDDING, CT",Stream,,01100006,21.0,sq mi,,,41.29454000000000,-73.3951202900000,24000,1,seconds,Interpolated from MAP.,NAD83,284.48,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01209300,"W BR SAUGATUCK R AT WESTON, CT",Stream,,01100006,9.15,sq mi,,,41.19900000000000,-73.3899306000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,136,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01209500,"SAUGATUCK RIVER NEAR WESTPORT, CT",Stream,,01100006,79.8,sq mi,,,41.17073056000000,-73.3648167000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,17.10,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01209510,"SAUGATUCK RIVER AT ROUTE 1 AT WESTPORT, CT",Estuary,,01100006,82.8,sq mi,,,41.14089444000000,-73.3630333000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,0,feet,.10,feet,Level or other surveyed method.,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01209710,"NORWALK RIVER AT WINNIPAUK,CT.",Stream,,01100006,33.0,sq mi,33.0,sq mi,41.13537426000000,-73.4262310000000,24000,1,seconds,Interpolated from MAP.,NAD83,52,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01209716,"EAST BRANCH SILVERMINE R AT RTE 33 NR WILTON, CT",Stream,,01100006,1.97,sq mi,,,41.23260830000000,-73.4817611000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,545,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01210310,"E BRANCH MIANUS R AT WILDWOOD RD NR STAMFORD, CT",Stream,,01100006,3.92,sq mi,,,41.13373056000000,-73.5879000000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,263,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01211106,"GREENWICH CREEK AT RTE 1 NR COS COB, CT",Stream,,01100006,4.98,sq mi,,,41.03668330000000,-73.6100083000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,23,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-410502073236000,"NORWALK HARBOR AT THE COVE MARINA NR E NORWALK, CT",Estuary,,02030203,,,,,41.08395000000000,-73.3999861000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-410606073245700,"NORWALK RIVER AT NORWALK AQUARIUM NR S NORWALK, CT",Estuary,,01100006,,,,,41.10161944000000,-73.4159472000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,4,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-410613073215801,"SAUGATUCK RIVER LOWER EMBAYMENT NEAR SAUGATUCK, CT",Estuary,,02030203,,,,,41.10387500000000,-73.3662167000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-410643073243700,"NORWALK RIVER AT FERRY POINT NEAR NORWALK, CT",Estuary,,01100006,,,,,41.11186944000000,-73.4102361000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,3,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-410724073221001,"SAUGATUCK RIVER US RTE 136 NEAR SAUGATUCK, CT",Estuary,,01100006,,,,,41.12345278000000,-73.3694556000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,3,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-410729073171701,"MILL RIVER AT SOUTHPORT HARBOR NEAR SOUTHPORT, CT",Estuary,,02030203,,,,,41.12479167000000,-73.2882083000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-410757073165601,"MILL RIVER AT PEQUOT YACHT CLUB AT SOUTHPORT, CT",Estuary,,02030203,,,,,41.13250830000000,-73.2824833000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,3,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,NWIS
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-100,GREAT CAPTAIN'S ISLAND BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,40.9830100000,-73.6273200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-1000,BYRAM BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0053000000,-73.6446800000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-1100,WEST BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0374300000,-73.5223900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-1300,WEST BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0382100000,-73.5218500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-13400,SHERWOOD ISLAND STATE PARK BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1149000000,-73.3223300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-1350,WEST BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0371100000,-73.5225800000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-13500,SHERWOOD ISLAND STATE PARK BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1122100000,-73.3273200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-13600,SHERWOOD ISLAND STATE PARK BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1113400000,-73.3375400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-1400,CUMMINGS BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.0387200000,-73.5201000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-1500,CUMMINGS BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0392000000,-73.5189700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-15100,PLEASURE BEACH-BRIDGEPORT,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1591100000,-73.1705400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-15200,PLEASURE BEACH-BRIDGEPORT,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1590800000,-73.1703500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-15300,PLEASURE BEACH-BRIDGEPORT,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1590300000,-73.1700900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-1600,CUMMINGS BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.0394300000,-73.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-1700,QUIGLEY BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0440200000,-73.5022600000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-1800,EAST (COVE ISLAND) BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0465300000,-73.4995800000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-1900,EAST (COVE ISLAND) BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0467300000,-73.4984500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-200,GREAT CAPTAIN'S ISLAND BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,40.9823200000,-73.6270300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-2000,EAST (COVE ISLAND) BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0469600000,-73.4974300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-2100,WEED BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0463000000,-73.4924400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-2200,WEED BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0470100000,-73.4936800000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-2300,PEAR TREE POINT BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0447200000,-73.4828000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-2400,PEAR TREE POINT BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0448300000,-73.4831600000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-2500,PEAR TREE POINT BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0455800000,-73.4833300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-2600,BELL ISLAND BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0570900000,-73.4362200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-2700,BELL ISLAND BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0570500000,-73.4372000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-2800,ROWAYTON BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0620200000,-73.4351000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-2900,HICKORY BLUFF BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.0789100000,-73.4205200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-300,ISLAND BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,40.9891600000,-73.6116400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-3000,MARVIN BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0919400000,-73.4009100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-3100,CALF PASTURE BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0859600000,-73.3923200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-3200,CALF PASTURE BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.0849100000,-73.3926400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-3300,CALF PASTURE BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0839700000,-73.3927700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-3400,SHADY BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0887300000,-73.3906600000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-3500,SHADY BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0881800000,-73.3911700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-3600,SHADY BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0875400000,-73.3915900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-3700,SHADY BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0867600000,-73.3919500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-3800,COMPO BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1040500000,-73.3560500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-3900,COMPO BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1031500000,-73.3544500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-400,ISLAND BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,40.9894100000,-73.6107300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-4000,COMPO BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1028500000,-73.3528500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-4100,COMPO BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1068500000,-73.3498500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-4200,BURYING HILL BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1157500000,-73.3188500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-4300,SOUTHPORT BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1253600000,-73.2971900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-4400,SOUTHPORT BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1260100000,-73.2958900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-4500,SASCO BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1250600000,-73.2789800000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-4600,SASCO BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1248000000,-73.2776200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-4700,SOUTH PINE CREEK BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1206900000,-73.2708000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-4800,PENFIELD BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1337100000,-73.2410900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-4900,PENFIELD BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1353900000,-73.2403900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-500,GREENWICH POINT BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.0081300000,-73.5700500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-5000,JENNINGS BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1390800000,-73.2379600000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-5100,JENNINGS BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1424000000,-73.2348100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-5150,SEABRIGHT BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1526100000,-73.2211600000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-5205,SEASIDE PARK BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1482000000,-73.2159000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-5305,SEASIDE PARK BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1518000000,-73.2127000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-5405,SEASIDE PARK BEACH,BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1545000000,-73.2094000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-5500,SEASIDE PARK BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1565500000,-73.2057400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-5600,SEASIDE PARK BEACH,BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1578600000,-73.2032300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-5700,LONG BEACH (PROPER),BEACH Program Site-Estuary,Long Island Sound,02030203,,,,,41.1507100000,-73.1421700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-5800,LONG BEACH (PROPER),BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1493100000,-73.1388400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
1CTDPHBM,Connecticut Department of Public Health,1CTDPHBM-5900,LONG BEACH (MARNICK'S),BEACH Program Site-Estuary,Long Island Sound,01100006,,,,,41.1473600000,-73.1296700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
